etID  | Late Latin | Old French I | Old French II | Middle French  | Output [REFERENCE]
485    | #kˌɔlˈombɑ# | #kˌolˈũmbə# | #kˌulˈũn̪bə# | #kˌulˈũːbə# | #kulɔ̃b# {GOLD: #kolɔ̃b#}
486    | #kˈɔkko# | #kˈɔk# | #kˈɔk# | #kˈɔk# | #kɔk# {GOLD: #kɔk#}
487    | #kˌɔklʝˈɑrʝo# | #kˌyʎˈie̯r# | #kˌyjʎjˈer# | #kˌyjʎˈer# | #kyje# {GOLD: #kɥijɛʁ#}
488    | #kˈɔxsɑ# | #kˈyjsə# | #kˈyjsə# | #kˈyjsə# | #kyjs# {GOLD: #kɥis#}
489    | #kˈɔkos# | #kˈye̯ws# | #kˈøs# | #kˈøs# | #kø# {GOLD: #kø#}
490    | #kˈɔmet̪ɛ# | #kˈũmt̪ə# | #kˈũn̪t̪ə# | #kˈũːt̪ə# | #kɔ̃t̪# {GOLD: #kɔ̃t̪#}
491    | #kˌɔmmʝˈɑt̪o# | #kˌũmd͡ʒˈie̯θ# | #kˌũn̪ʒjˈe# | #kˌũːʒˈe# | #kɔ̃ʒe# {GOLD: #kɔ̃ʒe#}
492    | #kˌɔmmˈun̪ɛ# | #kˌũmˈyn̪# | #kˌũmˈỹn̪# | #kˌũmˈỹː# | #kɔmœ̃# {GOLD: #kɔmœ̃#}
493    | #kˌɔmpˈɑn̪ʝɑ# | #kˌũmpˈãɲə# | #kˌũn̪pˈãɲə# | #kˌũːpˈãɲə# | #kɔ̃paɲ# {GOLD: #kɔ̃paɲ#}
494    | #kˌɔmpˈɑn̪ʝo# | #kˌũmpˈãj̃ɲ# | #kˌũn̪pˈɛ̃j̃ɲ# | #kˌũːpˈɛ̃ː# | #kɔ̃pɛ̃# {GOLD: #kɔpɛ̃#}
495    | #kˌɔmpˈɑn̪ʝˈon̪ɛ# | #kˌũmpˈãɲˈũn̪# | #kˌũn̪pˈãɲˈũn̪# | #kˌũːpˈãɲˈũː# | #kɔ̃paɲɔ̃# {GOLD: #kɔ̃paɲɔ̃#}
496    | #kˈɔmpot̪o# | #kˈũmt̪ə# | #kˈũn̪t̪ə# | #kˈũːt̪ə# | #kɔ̃t̪# {GOLD: #kɔ̃t̪#}
497    | #kˌɔn̪n̪ˈoscɛrɛ# | #kˌũn̪ˈojst̪rə# | #kˌũn̪wˈɛːt̪rə# | #kˌũn̪wˈɛːt̪rə# | #kɔn̪wat̪ʁ# {GOLD: #kɔn̪ɛt̪ʁ#}
498    | #kˌɔn̪sˈelʝo# | #kˌũn̪sˈeʎ# | #kˌũn̪sˈɛʎ# | #kˌũːsˈɛʎ# | #kɔ̃sɛj# {GOLD: #kɔ̃sej#}
499    | #kˌoswet̪ˈud̪emɛ# | #kˌost̪ˈyðmə# | #kˌuːt̪ˈỹːmə# | #kˌuːt̪ˈyːmə# | #kut̪ym# {GOLD: #kut̪ym#}
500    | #kˈɔn̪t̪rɑ# | #kˈũn̪t̪rə# | #kˈũn̪t̪rə# | #kˈũːt̪rə# | #kɔ̃t̪ʁ# {GOLD: #kɔ̃t̪ʁ#}
501    | #kˈɔr# | #kˈye̯r# | #kˈør# | #kˈør# | #kœʁ# {GOLD: #kœʁ#}
502    | #kˈɔrn̪ɑ# | #kˈɔrn̪ə# | #kˈɔrn̪ə# | #kˈɔrn̪ə# | #kɔʁn̪# {GOLD: #kɔʁn̪#}
503    | #kˈɔrʝo# | #kˈyjr# | #kˈyjr# | #kˈyjr# | #kyjʁ# {GOLD: #kɥiʁ#}
504    | #kˌɔrˈon̪ɑ# | #kˌorˈũn̪ə# | #kˌurˈũn̪ə# | #kˌurˈũn̪ə# | #kuʁɔn̪# {GOLD: #kuʁɔn̪#}
505    | #kˈɔrpos# | #kˈɔrs# | #kˈɔrs# | #kˈɔrs# | #kɔʁ# {GOLD: #kɔʁ#}
506    | #kˌɔrrˈeʝʝɑ# | #kˌorrˈejə# | #kˌurwˈɛə# | #kˌurwˈɛː# | #kuʁwa# {GOLD: #kuʁwa#}
507    | #kˌɔrrɔɣˈɑt̪ɑ# | #kˌorvˈeːðə# | #kˌurvˈeə# | #kˌurvˈeː# | #kuʁve# {GOLD: #kɔʁve#}
508    | #kˈɔst̪ɑ# | #kˈɔst̪ə# | #kˈoːt̪ə# | #kˈoːt̪ə# | #kot̪# {GOLD: #kot̪#}
509    | #kˌɔst̪ˈɑt̪o# | #kˌɔst̪ˈeːθ# | #kˌoːt̪ˈe# | #kˌoːt̪ˈe# | #kot̪e# {GOLD: #kot̪e#}
510    | #krˈɑssɑ# | #krˈasə# | #ɡrˈasə# | #ɡrˈasə# | #ɡʁɑs# {GOLD: #ɡʁɑs#}
511    | #krˈɑssɑs# | #krˈasəs# | #ɡrˈasəs# | #ɡrˈasə# | #ɡʁɑs# {GOLD: #ɡʁɑs#}
512    | #krˈɑssʝɑ# | #krˈajsə# | #ɡrˈɛsə# | #ɡrˈɛsə# | #ɡʁɛs# {GOLD: #ɡʁɛs#}
513    | #krˈɑssos# | #krˈas# | #ɡrˈas# | #ɡrˈas# | #ɡʁa# {GOLD: #ɡʁɑ#}
514    | #krˈɑsso# | #krˈas# | #ɡrˈas# | #ɡrˈas# | #ɡʁa# {GOLD: #ɡʁɑ#}
515    | #krˌɑt̪ˈiklɑ# | #krˌaðˈiʎə# | #ɡrˌaˈiʎə# | #ɡrˌaˈiʎə# | #ɡʁaj# {GOLD: #ɡʁij#}
516    | #krˈed̪es# | #krˈejt͡s# | #krwˈɛs# | #krwˈɛs# | #kʁwa# {GOLD: #kʁwa#}
517    | #krˌescˈɛn̪t̪ɛ# | #krˌejsˈɛ̃n̪t̪# | #krwˌɛsˈãn̪t̪# | #krwˌɛsˈãːt̪# | #kʁwasɑ̃# {GOLD: #kʁwasɑ̃#}
518    | #krˈet̪ɑ# | #krˈejðə# | #krˈajə# | #krˈɛː# | #kʁɛ# {GOLD: #kʁɛ#}
519    | #krˈud̪ɑ# | #krˈyðə# | #krˈyə# | #krˈyː# | #kʁy# {GOLD: #kʁy#}
520    | #krˈud̪ɑs# | #krˈyðəs# | #krˈyəs# | #krˈyː# | #kʁy# {GOLD: #kʁy#}
521    | #krˈud̪os# | #krˈyt͡s# | #krˈys# | #krˈys# | #kʁy# {GOLD: #kʁy#}
522    | #krˈud̪o# | #krˈyθ# | #krˈy# | #krˈy# | #kʁy# {GOLD: #kʁy#}
523    | #krˈocɛ# | #krˈojt͡sʲ# | #krwˈɛsʲ# | #krwˈɛs# | #kʁwa# {GOLD: #kʁwa#}
524    | #krˈost̪ɑ# | #krˈost̪ə# | #krˈuːt̪ə# | #krˈuːt̪ə# | #kʁut̪# {GOLD: #kʁut̪#}
525    | #kˌokˈollɑ# | #kˌoˈolə# | #kˌuˈulə# | #kˈuːlə# | #kul# {GOLD: #kul#}
526    | #kˌokˈollo# | #kˌoˈol# | #kˌuˈuə# | #kˈuː# | #ku# {GOLD: #kul#}
527    | #kˌoɫpˈɑβelɛ# | #kˌoɫpˈablə# | #kˌupˈablə# | #kˌupˈablə# | #kupabl# {GOLD: #kupabl#}
528    | #kˈulo# | #kˈyl# | #kˈyl# | #kˈyl# | #kyl# {GOLD: #ky#}
529    | #kˈulos# | #kˈyɫs# | #kˈys# | #kˈys# | #ky# {GOLD: #ky#}
530    | #kˈombɑ# | #kˈũmbə# | #kˈũn̪bə# | #kˈũːbə# | #kɔ̃b# {GOLD: #kɔ̃b#}
531    | #kˈomlo# | #kˈũmblə# | #kˈũn̪blə# | #kˈũːblə# | #kɔ̃bl# {GOLD: #kɔ̃bl#}
532    | #kˌon̪ʝˈɑt̪ɑ# | #kˌũɲˈie̯ðə# | #kˌũɲjˈeə# | #kˌũɲˈeː# | #kɔɲe# {GOLD: #kɔɲe#}
533    | #kˈon̪ʝo# | #kˈũj̃ɲ# | #kwˈĩɲ# | #kwˈɛ̃ː# | #kwɛ̃# {GOLD: #kwɛ̃#}
534    | #kˈupɑ# | #kˈyvə# | #kˈyvə# | #kˈyvə# | #kyv# {GOLD: #kyv#}
535    | #kˈoppɑ# | #kˈopə# | #kˈupə# | #kˈupə# | #kup# {GOLD: #kup#}
536    | #kˈuprʝo# | #kˈyjvrə# | #kˈyjvrə# | #kˈyjvrə# | #kyjvʁ# {GOLD: #kɥivʁ#}
537    | #kˈorso# | #kˈors# | #kˈurs# | #kˈurs# | #kuʁ# {GOLD: #kuʁ#}
538    | #kwˌɑd̪rˈɑn̪t̪ɑ# | #kwˌaðrˈãn̪t̪ə# | #kˌarˈãn̪t̪ə# | #kˌarˈãːt̪ə# | #kaʁɑ̃t̪# {GOLD: #kaʁɑ̃t̪#}
539    | #kwˌɑd̪refˈorko# | #kwˌaðrəvˈork# | #kˌarəvˈurk# | #kˌarvˈurk# | #kaʁvuʁ# {GOLD: #kaʁfuʁ#}
540    | #kwˈɛset̪o# | #kˈɛst̪# | #kˈɛːt̪# | #kˈɛːt̪# | #kɛ# {GOLD: #kɛt̪#}
541    | #kwˈɑlɛ# | #kwˈeːl# | #kˈel# | #kˈel# | #kɛl# {GOLD: #kɛl#}
542    | #kwˈɑlɛ# | #kwˈeːl# | #kˈel# | #kˈel# | #kɛl# {GOLD: #kɛl#}
543    | #kwˈɑn̪d̪o# | #kwˈãn̪t̪# | #kˈãn̪t̪# | #kˈãːt̪# | #kɑ̃# {GOLD: #kɑ̃#}
544    | #kwˈɑn̪t̪o# | #kwˈãn̪t̪# | #kˈãn̪t̪# | #kˈãːt̪# | #kɑ̃# {GOLD: #kɑ̃#}
545    | #kwˈɑt̪t̪wɔr# | #kwˈat̪rə# | #kˈat̪rə# | #kˈat̪rə# | #kat̪ʁ# {GOLD: #kat̪ʁ#}
546    | #kwˌɑt̪t̪wˈɔrd̪ɛce# | #kwˌat̪ˈɔrd͡zə# | #kˌat̪ˈɔrzə# | #kˌat̪ˈɔrzə# | #kat̪ɔʁz# {GOLD: #kat̪ɔʁz#}
547    | #kwɛ# | #kwə# | #kə# | #kə# | #kə# {GOLD: #kə#}
548    | #cˌɛrcˈɛd̪lɑ# | #t͡sʲˌɛrt͡sʲˈɛlə# | #sʲˌɛrsʲˈɛlə# | #sˌɛrsˈɛlə# | #sɛʁsɛl# {GOLD: #saʁsɛl#}
549    | #kwˈi# | #kˈi# | #kˈi# | #kˈi# | #ki# {GOLD: #ki#}
550    | #kwˌi# | #kˌi# | #kˌi# | #kˌi# | #ki# {GOLD: #ki#}
551    | #kwˈed̪# | #kˈejθ# | #kwˈɛ# | #kwˈɛ# | #kwa# {GOLD: #kwa#}
552    | #kwˈet̪o# | #kˈejθ# | #kwˈɛ# | #kwˈɛ# | #kwa# {GOLD: #kwa#}
553    | #kwˈin̪d̪ɛce# | #kˈin̪d͡zə# | #kˈĩn̪zə# | #kˈẽːzə# | #kɛ̃z# {GOLD: #kɛ̃z#}
554    | #cˈiŋkwɛ# | #t͡sʲˈiŋkwə# | #sʲˈĩŋkə# | #sˈẽːkə# | #sɛ̃k# {GOLD: #sɛ̃k#}
555    | #cˈiŋkwˈɑn̪t̪ɑ# | #t͡sʲˈiŋkwˈãn̪t̪ə# | #sʲˈĩŋkˈãn̪t̪ə# | #sˈẽːkˈãːt̪ə# | #sɛ̃kɑ̃t̪# {GOLD: #sɛ̃kɑ̃t̪#}
556    | #kwˌin̪t̪ˈɑn̪ɑ# | #kˌin̪t̪ˈãj̃n̪ə# | #kˌĩn̪t̪ˈɛ̃j̃n̪ə# | #kˌẽːt̪ˈɛ̃n̪ə# | #kɛ̃t̪ɛn̪# {GOLD: #kɛ̃t̪ɛn̪#}
557    | #kwˈin̪t̪o# | #kˈin̪t̪# | #kˈĩn̪t̪# | #kˈẽːt̪# | #kɛ̃# {GOLD: #kɛ̃#}
558    | #kwˌed̪# | #kˌeθ# | #kˌe# | #kˌe# | #ke# {GOLD: #kə#}
559    | #kˈomɔd̪ɔ# | #kˈũmə# | #kˈũmə# | #kˈũmə# | #kɔm# {GOLD: #kɔm#}
560    | #lˈɑβrɑ# | #lˈeːvrə# | #lˈevrə# | #lˈevrə# | #lɛvʁ# {GOLD: #lɛvʁ#}
561    | #lˈɛt̪et͡sʲʝɑ# | #lˈie̯t͡sʲə# | #ljˈesʲə# | #ljˈesə# | #ljɛs# {GOLD: #ljɛs#}
562    | #lˈɑeko# | #lˈaj# | #lˈɛ# | #lˈɛ# | #lɛ# {GOLD: #lɛ#}
563    | #lˈɑkremɑ# | #lˈajrmə# | #lˈɛrmə# | #lˈɛrmə# | #lɛʁm# {GOLD: #laʁm#}
564    | #lˌɑxsˈɑrɛ# | #lˌajsʲˈie̯r# | #lˌɛsʲjˈer# | #lˌɛsˈer# | #lɛse# {GOLD: #lɛse#}
565    | #lˈɑxt̪ɛ# | #lˈajt̪# | #lˈɛt̪# | #lˈɛt̪# | #lɛ# {GOLD: #lɛ#}
566    | #lˌɑxt̪ˈukɑ# | #lˌajt̪ˈyə# | #lˌɛt̪ˈyə# | #lˌɛt̪ˈyː# | #lɛt̪y# {GOLD: #lɛt̪y#}
567    | #lˈɑccʝo# | #lˈat͡sʲ# | #lˈasʲ# | #lˈas# | #la# {GOLD: #la#}
568    | #lˈɑmen̪ɑ# | #lˈãmə# | #lˈãmə# | #lˈãmə# | #lam# {GOLD: #lam#}
569    | #lˈɑmpɑd̪ɑ# | #lˈãmpəðə# | #lˈãn̪pəə# | #lˈãːpə̯# | #lɑ̃p# {GOLD: #lɑ̃p#}
570    | #lˌɑmprˈed̪ɑ# | #lˌãmprˈejðə# | #lˌãn̪prwˈɛə# | #lˌãːprwˈɛː# | #lɑ̃pʁwa# {GOLD: #lɑ̃pʁwa#}
571    | #lˈɑn̪ɑ# | #lˈãj̃n̪ə# | #lˈɛ̃j̃n̪ə# | #lˈɛ̃n̪ə# | #lɛn̪# {GOLD: #lɛn̪#}
572    | #lˈɑn̪d̪ɑ# | #lˈãn̪d̪ə# | #lˈãn̪d̪ə# | #lˈãːd̪ə# | #lɑ̃d̪# {GOLD: #lɑ̃d̪#}
573    | #lˈɑn̪ʝɑ# | #lˈãɲə# | #lˈãɲə# | #lˈãɲə# | #laɲ# {GOLD: #lɑ̃ʒ#}
574    | #lˈɑŋcʝɑ# | #lˈãn̪t͡sʲə# | #lˈãn̪sʲə# | #lˈãːsə# | #lɑ̃s# {GOLD: #lɑ̃s#}
575    | #lˌɑn̪t̪ˈɛrn̪ɑ# | #lˌãn̪t̪ˈɛrn̪ə# | #lˌãn̪t̪ˈɛrn̪ə# | #lˌãːt̪ˈɛrn̪ə# | #lɑ̃t̪ɛʁn̪# {GOLD: #lɑ̃t̪ɛʁn̪#}
576    | #lˈɑrd̪o# | #lˈart̪# | #lˈart̪# | #lˈart̪# | #laʁ# {GOLD: #laʁ#}
577    | #lˈɑssɑ# | #lˈasə# | #lˈasə# | #lˈasə# | #lɑs# {GOLD: #lɑs#}
578    | #lˈɑsso# | #lˈas# | #lˈas# | #lˈas# | #la# {GOLD: #lɑ#}
579    | #lˈɑt͡sʲʝɑ# | #lˈajzə# | #lˈɛzə# | #lˈɛzə# | #lɛz# {GOLD: #lɛz#}
580    | #lˌɑt̪rocˈen̪ʝo# | #lˌaðrejd͡zʲˈiɲ# | #lˌarwɛzʲˈĩɲ# | #lˌarwɛzˈẽː# | #laʁwazɛ̃# {GOLD: #laʁsɛ̃#}
581    | #lˌɑt̪rˈon̪ɛ# | #lˌaðrˈũn̪# | #lˌarˈũn̪# | #lˌarˈũː# | #laʁɔ̃# {GOLD: #laʁɔ̃#}
582    | #lˈɑt̪os# | #lˈeːt͡s# | #lˈes# | #lˈes# | #le# {GOLD: #le#}
583    | #lˌɑwd̪ˈɑrɛ# | #lˌɔwðˈeːr# | #lˌuˈer# | #lˌuˈer# | #lwe# {GOLD: #lwe#}
584    | #lˈɑwkkɑ# | #lˈɔwt͡ʃə# | #lˈɔʃə# | #lˈɔʃə# | #lɔʃ# {GOLD: #lɔʃ#}
585    | #lˌɑβʷˈɑrɛ# | #lˌavˈeːr# | #lˌavˈer# | #lˌavˈer# | #lave# {GOLD: #lave#}
586    | #lˌɑwrˈɑrʝo# | #lˌɔrˈie̯r# | #lˌɔrjˈer# | #lˌɔrjˈer# | #lɔʁje# {GOLD: #lɔʁje#}
587    | #lˈɑzɑro# | #lˈazd̪rə# | #lˈad̪rə# | #lˈad̪rə# | #lad̪ʁ# {GOLD: #lad̪ʁ#}
588    | #lˌeɣˈɑlɛ# | #lˌejˈal# | #lwˌɛjˈal# | #lwˌɛjˈal# | #lwajal# {GOLD: #lwajal#}
589    | #lˌeɣˈɑles# | #lˌejˈaɫs# | #lwˌɛjˈaws# | #lwˌɛjˈoːs# | #lwajo# {GOLD: #lwajo#}
590    | #lˈeʝɛ# | #lˈej# | #lwˈɛ# | #lwˈɛ# | #lwa# {GOLD: #lwa#}
591    | #lˈɛxt̪o# | #lˈit̪# | #lˈit̪# | #lˈit̪# | #li# {GOLD: #li#}
592    | #lˈɛn̪d̪et̪ɛ# | #lˈɛ̃n̪t̪ə# | #lˈãn̪t̪ə# | #lˈãːt̪ə# | #lɑ̃t̪# {GOLD: #lɑ̃t̪#}
593    | #lˈɛn̪t̪ɑ# | #lˈɛ̃n̪t̪ə# | #lˈãn̪t̪ə# | #lˈãːt̪ə# | #lɑ̃t̪# {GOLD: #lɑ̃t̪#}
594    | #lˈɛn̪t̪o# | #lˈɛ̃n̪t̪# | #lˈãn̪t̪# | #lˈãːt̪# | #lɑ̃# {GOLD: #lɑ̃#}
595    | #lˌɛpɔrˈɑrʝo# | #lˌevrˈie̯r# | #lˌevrjˈer# | #lˌevrjˈer# | #levʁije# {GOLD: #levʁije#}
596    | #lˈɛpɔrɛ# | #lˈie̯vrə# | #ljˈevrə# | #ljˈevrə# | #ljɛvʁ# {GOLD: #ljɛvʁ#}
597    | #lˈɛsso# | #lˈɛs# | #lˈɛs# | #lˈɛs# | #lɛ# {GOLD: #lɛ#}
598    | #lˈɛokɑ# | #lˈie̯wə# | #ljˈøə# | #ljˈøː# | #ljø# {GOLD: #ljø#}
599    | #lˌɛβʷˈɑmɛ# | #lˌəvˈãj̃n̪# | #lˌəvˈɛ̃j̃n̪# | #lˌəvˈɛ̃ː# | #ləvɛ̃# {GOLD: #ləvɛ̃#}
600    | #lˌiβˈɛllo# | #lˌivˈɛl# | #lˌive̯ˈaw# | #lˌivə̯ˈoː# | #livo# {GOLD: #n̪ivo#}
601    | #lˈiβrɑ# | #lˈivrə# | #lˈivrə# | #lˈivrə# | #livʁ# {GOLD: #livʁ#}
602    | #lˈiɣɑ# | #lˈiə# | #lˈiə# | #lˈiː# | #li# {GOLD: #li#}
603    | #lˌeɣˈɑmɛ# | #lˌejˈie̯n̪# | #lwˌɛjˈẽn̪# | #lwˌɛjˈẽː# | #lwajɛ̃# {GOLD: #ljɛ̃#}
604    | #lˌecˈerɛ# | #lˌejzˈir# | #lwˌɛzˈir# | #lwˌɛzˈir# | #lwaziʁ# {GOLD: #lwaziʁ#}
605    | #lˈimɑ# | #lˈimə# | #lˈĩmə# | #lˈimə# | #lim# {GOLD: #lim#}
606    | #lˌimˈɑrɛ# | #lˌimˈeːr# | #lˌĩmˈer# | #lˌimˈer# | #lime# {GOLD: #lime#}
607    | #lˈimet̪ɛ# | #lˈimt̪ə# | #lˈĩn̪t̪ə# | #lˈẽːt̪ə# | #lɛ̃t̪# {GOLD: #lɛ̃t̪#}
608    | #lˈin̪ʝɑ# | #lˈiɲə# | #lˈĩɲə# | #lˈiɲə# | #liɲ# {GOLD: #liɲ#}
609    | #lˌin̪ʝˈɑt̪ɑ# | #lˌiɲˈie̯ðə# | #lˌĩɲjˈeə# | #lˌiɲˈeː# | #liɲe# {GOLD: #liɲe#}
610    | #lˈeŋɡɔn̪es# | #lˈẽŋɡrəs# | #lˈãŋɡrəs# | #lˈãːɡrə# | #lɑ̃ɡʁ# {GOLD: #lɑ̃ɡʁ#}
611    | #lˌen̪t͡sʲʝˈɔlo# | #lˌẽj̃n̪t͡sʲˈye̯l# | #lˌɛ̃j̃n̪sʲˈøl# | #lˌɛ̃ːsˈøl# | #lɛ̃sœl# {GOLD: #lɛ̃sœl#}
612    | #lˈin̪o# | #lˈin̪# | #lˈĩn̪# | #lˈẽː# | #lɛ̃# {GOLD: #lɛ̃#}
613    | #lˌeŋɡwˈɑt̪eko# | #lˌẽŋɡwˈad͡ʒə# | #lˌãŋɡˈaʒə# | #lˌãːɡˈaʒə# | #lɑ̃ɡaʒ# {GOLD: #lɑ̃ɡaʒ#}
614    | #lˈeŋɡwɑ# | #lˈẽŋɡwə# | #lˈãŋɡə# | #lˈãːɡə# | #lɑ̃ɡ# {GOLD: #lɑ̃ɡ#}
615    | #lˈet̪t̪ɛrɑ# | #lˈet̪rə# | #lˈɛt̪rə# | #lˈɛt̪rə# | #lɛt̪ʁ# {GOLD: #lɛt̪ʁ#}
616    | #lˌɔkˈɑrɛ# | #lˌoˈeːr# | #lˌuˈer# | #lˌuˈer# | #lwe# {GOLD: #lwe#}
617    | #lˌɔkˈɑrʝo# | #lˌojˈie̯r# | #lwˌɛjˈer# | #lwˌɛjˈer# | #lwaje# {GOLD: #lwaje#}
618    | #lˈɔko# | #lˈye̯w# | #ljˈø# | #ljˈø# | #ljø# {GOLD: #ljø#}
619    | #lˈɔn̪d̪en̪es# | #lˈũn̪d̪rəs# | #lˈũn̪d̪rəs# | #lˈũːd̪rə# | #lɔ̃d̪ʁ# {GOLD: #lɔ̃d̪ʁ#}
620    | #lˈɔŋɟe# | #lˈũj̃ɲ# | #lwˈĩɲ# | #lwˈɛ̃ː# | #lwɛ̃# {GOLD: #lwɛ̃#}
621    | #lˌɔŋɟet̪ˈɑn̪o# | #lˌũj̃n̪t̪ˈãj̃n̪# | #lwˌĩn̪t̪ˈɛ̃j̃n̪# | #lwˌɛ̃ːt̪ˈɛ̃ː# | #lwɛ̃t̪ɛ̃# {GOLD: #lwɛ̃t̪ɛ̃#}
622    | #lˈɔŋɡos# | #lˈũn̪s# | #lˈũn̪s# | #lˈũːs# | #lɔ̃# {GOLD: #lɔ̃#}
623    | #lˈɔŋɡo# | #lˈũŋk# | #lˈũŋk# | #lˈũːk# | #lɔ̃# {GOLD: #lɔ̃#}
624    | #lˈɔt̪t̪ɑ# | #lˈɔt̪ə# | #lˈɔt̪ə# | #lˈɔt̪ə# | #lɔt̪# {GOLD: #lɔt̪#}
625    | #lˌukˈorɛ# | #lˌyˈowr# | #lˌyˈør# | #lˌyˈør# | #lɥœʁ# {GOLD: #lɥœʁ#}
626    | #lˌumen̪ˈɑrʝɑ# | #lˌymˈie̯rə# | #lˌỹmjˈerə# | #lˌymjˈerə# | #lymjɛʁ# {GOLD: #lymjɛʁ#}
627    | #lˌun̪esd̪ˈiɛ# | #lˌyn̪d̪ˈi# | #lˌỹn̪d̪ˈi# | #lˌỹːd̪ˈi# | #lœ̃d̪i# {GOLD: #lœ̃d̪i#}
628    | #lˈun̪ɑ# | #lˈyn̪ə# | #lˈỹn̪ə# | #lˈyn̪ə# | #lyn̪# {GOLD: #lyn̪#}
629    | #lˈopɑ# | #lˈuvə# | #lˈuvə# | #lˈuvə# | #luv# {GOLD: #luv#}
630    | #lˈoskɑ# | #lˈost͡ʃə# | #lˈuːʃə# | #lˈuːʃə# | #luʃ# {GOLD: #luʃ#}
631    | #mˈɑɡd̪ɛ# | #mˈajθ# | #mˈɛ# | #mˈɛ# | #mɛ# {GOLD: #mɛ#}
632    | #mˈɑʝes# | #mˈajs# | #mˈɛs# | #mˈɛs# | #mɛ# {GOLD: #mɛ#}
633    | #mˌɑʝˈest̪ɛr# | #mˌajˈist̪rə# | #mˌajˈiːt̪rə# | #mˌajˈiːt̪rə# | #mɛit̪ʁ# {GOLD: #mɛt̪ʁ#}
634    | #mˈɑʝɔr# | #mˈajrə# | #mˈɛrə# | #mˈɛrə# | #mɛʁ# {GOLD: #mɛʁ#}
635    | #mˈɑʝo# | #mˈaj# | #mˈɛ# | #mˈɛ# | #mɛ# {GOLD: #mɛ#}
636    | #mˌɑccʝˈon̪ɛ# | #mˌat͡sʲˈũn̪# | #mˌasʲˈũn̪# | #mˌasˈũː# | #masɔ̃# {GOLD: #masɔ̃#}
637    | #mˈɑklɑ# | #mˈaʎə# | #mˈaʎə# | #mˈaʎə# | #mɑj# {GOLD: #mɑj#}
638    | #mˌɑlʝˈɑβet̪o# | #mˌaʎˈat̪ə# | #mˌaʎˈat̪ə# | #mˌaʎˈat̪ə# | #majat̪# {GOLD: #malad̪#}
639    | #mˌɑlɛfˈɑt͡sʲʝos# | #mˌaɫvˈajt͡sʲ# | #mˌawvˈɛsʲ# | #mˌoːvˈɛs# | #movɛ# {GOLD: #movɛ#}
640    | #mˌɑlos# | #mˌaɫs# | #mˌaws# | #mˌoːs# | #mo# {GOLD: #mo#}
641    | #mˌɑlo# | #mˌal# | #mˌal# | #mˌal# | #mal# {GOLD: #mal#}
642    | #mˌɑmˈellɑ# | #mˌãmˈelə# | #mˌãmˈɛlə# | #mˌãmˈɛlə# | #mamɛl# {GOLD: #mamɛl#}
643    | #mˌɑn̪d̪ˈɑrɛ# | #mˌãn̪d̪ˈeːr# | #mˌãn̪d̪ˈer# | #mˌãːd̪ˈer# | #mɑ̃d̪e# {GOLD: #mɑ̃d̪e#}
644    | #mˌɑn̪d̪ekˈɑrɛ# | #mˌãn̪d͡ʒˈie̯r# | #mˌãn̪ʒjˈer# | #mˌãːʒˈer# | #mɑ̃ʒe# {GOLD: #mɑ̃ʒe#}
645    | #mˈɑn̪ekɑ# | #mˈãn̪t͡ʃə# | #mˈãn̪ʃə# | #mˈãːʃə# | #mɑ̃ʃ# {GOLD: #mɑ̃ʃ#}
646    | #mˌɑsʝˈon̪ɛ# | #mˌajzˈũn̪# | #mˌɛzˈũn̪# | #mˌɛzˈũː# | #mɛzɔ̃# {GOLD: #mɛzɔ̃#}
647    | #mˌɑswet̪ˈin̪o# | #mˌast̪ˈin̪# | #mˌaːt̪ˈĩn̪# | #mˌaːt̪ˈẽː# | #mɑt̪ɛ̃# {GOLD: #mɑt̪ɛ̃#}
648    | #mˌɑn̪sˈurɑ# | #mˌãn̪sˈyrə# | #mˌãn̪sˈyrə# | #mˌãːsˈyrə# | #mɑ̃syʁ# {GOLD: #mazyʁ#}
649    | #mˌɑn̪t̪ˈɛllo# | #mˌãn̪t̪ˈɛl# | #mˌãn̪t̪e̯ˈaw# | #mˌãːt̪ə̯ˈoː# | #mɑ̃t̪o# {GOLD: #mɑ̃t̪o#}
650    | #mˈɑn̪o# | #mˈãj̃n̪# | #mˈɛ̃j̃n̪# | #mˈɛ̃ː# | #mɛ̃# {GOLD: #mɛ̃#}
651    | #mˌɑn̪uˈɔpɛrɑ# | #mˌãn̪ˈye̯vrə# | #mˌãn̪ˈøvrə# | #mˌãn̪ˈøvrə# | #man̪œvʁ# {GOLD: #man̪œvʁ#}
652    | #mˈɑn̪us# | #mˈãn̪s# | #mˈãn̪s# | #mˈãːs# | #mɑ̃# {GOLD: #mɛ̃#}
653    | #mˈɑppɑ# | #mˈapə# | #mˈapə# | #mˈapə# | #map# {GOLD: #n̪ap#}
654    | #mˈɑrɛ# | #mˈeːr# | #mˈer# | #mˈer# | #mɛʁ# {GOLD: #mɛʁ#}
655    | #mˈɑrɡlɑ# | #mˈarlə# | #mˈarlə# | #mˈarlə# | #maʁl# {GOLD: #maʁl#}
656    | #mˌɑrˈit̪o# | #mˌarˈiθ# | #mˌarˈi# | #mˌarˈi# | #maʁi# {GOLD: #maʁi#}
657    | #mˈɑrmɔr# | #mˈarbrə# | #mˈarbrə# | #mˈarbrə# | #maʁbʁ# {GOLD: #maʁbʁ#}
