etID  | Input | Late Latin | Old French I | Old French II | Middle French  | Output {GOLD}
1125   | #sˈɑbulum# | *#sˈɑβlo# | *#sˈablə# | *#sˈablə# | *#sˈablə# | *#sabl# {GOLD: #sabl#}
1126   | #sˈɑɡmɑm# | *#sˈɑwmɑ# | *#sˈũmə# | *#sˈũmə# | *#sˈũmə# | *#sɔm# {GOLD: #sɔm#}
1127   | #sˌɑɡmˈɑːrium# | *#sˌɑwmˈɑrʝo# | *#sˌũmˈie̯r# | *#sˌũmjˈer# | *#sˌũmjˈer# | *#sɔmje# {GOLD: #sɔmje#}
1128   | #sˈɑkkum# | *#sˈɑkko# | *#sˈak# | *#sˈak# | *#sˈak# | *#sak# {GOLD: #sak#}
1129   | #sˌɑkrɑmˈen̪t̪um# | *#sˌɑkrɑmˈɛn̪t̪o# | *#sˌajrəmˈɛ̃n̪t̪# | *#sˌɛrəmˈãn̪t̪# | *#sˌɛrmˈãːt̪# | *#sɛʁmɑ̃# {GOLD: #sɛʁmɑ̃#}
1130   | #sˈɑlem# | *#sˈɑlɛ# | *#sˈeːl# | *#sˈel# | *#sˈel# | *#sɛl# {GOLD: #sɛl#}
1131   | #sˌɑlin̪ˈɑːrium# | *#sˌɑlen̪ˈɑrʝo# | *#sˌaɫn̪ˈie̯r# | *#sˌawn̪jˈer# | *#sˌoːn̪jˈer# | *#son̪je# {GOLD: #son̪je#}
1132   | #sˌɑlmˈɑst̪er# | *#sˌɑɫmˈɑst̪ɛr# | *#sˌaɫmˈast̪rə# | *#sˌawmˈaːt̪rə# | *#sˌoːmˈaːt̪rə# | *#somɑt̪ʁ# {GOLD: #somɑt̪ʁ#}
1133   | #sˌɑlmˈoːn̪em# | *#sˌɑɫmˈon̪ɛ# | *#sˌaɫmˈũn̪# | *#sˌawmˈũn̪# | *#sˌoːmˈũː# | *#somɔ̃# {GOLD: #somɔ̃#}
1134   | #sˈɑlsɑm# | *#sˈɑɫsɑ# | *#sˈaɫsə# | *#sˈawsə# | *#sˈoːsə# | *#sos# {GOLD: #sos#}
1135   | #sˌɑlsˈiːkiɑm# | *#sˌɑɫsˈiccʝɑ# | *#sˌaɫsˈit͡sʲə# | *#sˌawsˈisʲə# | *#sˌoːsˈisə# | *#sosis# {GOLD: #sosis#}
1136   | #sˌɑlt̪ˈɑːre# | *#sˌɑɫt̪ˈɑrɛ# | *#sˌaɫt̪ˈeːr# | *#sˌawt̪ˈer# | *#sˌoːt̪ˈer# | *#sot̪e# {GOLD: #sot̪e#}
1137   | #sˌɑlt̪uˈɑːrium# | *#sˌɑɫt̪wˈɑrʝo# | *#sˌaɫt̪ˈie̯r# | *#sˌawt̪jˈer# | *#sˌoːt̪jˈer# | *#sot̪je# {GOLD: #sot̪je#}
1138   | #sˌɑlˈuːt̪em# | *#sˌɑlˈut̪ɛ# | *#sˌalˈyθ# | *#sˌalˈy# | *#sˌalˈy# | *#saly# {GOLD: #saly#}
1139   | #sˈɑlwɑm# | *#sˈɑɫβʷɑ# | *#sˈaɫvə# | *#sˈawvə# | *#sˈoːvə# | *#sov# {GOLD: #sov#}
1140   | #sˌɑlwˈɑt̪ikum# | *#sˌɑɫβʷˈɑt̪eko# | *#sˌaɫvˈad͡ʒə# | *#sˌawvˈaʒə# | *#sˌoːvˈaʒə# | *#sovaʒ# {GOLD: #sovaʒ#}
1141   | #sˌɑlwɑːt̪ˈoːrem# | *#sˌɑɫβʷɑt̪ˈorɛ# | *#sˌaɫvəðˈowr# | *#sˌawvəˈør# | *#sˌoːvə̯ˈør# | *#sovœʁ# {GOLD: #sovœʁ#}
1142   | #sˈɑlwiɑm# | *#sˈɑɫʝɑ# | *#sˈaɫd͡ʒə# | *#sˈawʒə# | *#sˈoːʒə# | *#soʒ# {GOLD: #soʒ#}
1143   | #sˈɑlwum# | *#sˈɑɫβʷo# | *#sˈaɫf# | *#sˈawf# | *#sˈoːf# | *#sof# {GOLD: #sof#}
1144   | #sˈɑːn̪ɑm# | *#sˈɑn̪ɑ# | *#sˈãj̃n̪ə# | *#sˈɛ̃j̃n̪ə# | *#sˈɛ̃n̪ə# | *#sɛn̪# {GOLD: #sɛn̪#}
1145   | #sˌɑːn̪it̪ˈɑːt̪em# | *#sˌɑn̪et̪ˈɑt̪ɛ# | *#sˌãn̪t̪ˈeːθ# | *#sˌãn̪t̪ˈe# | *#sˌãːt̪ˈe# | *#sɑ̃t̪e# {GOLD: #sɑ̃t̪e#}
1146   | #sˈɑn̪ɡwem# | *#sˈɑŋɡwɛ# | *#sˈãŋɡwə# | *#sˈãŋɡə# | *#sˈãːɡə# | *#sɑ̃ɡ# {GOLD: #sɑ̃#}
1147   | #sˌɑn̪ɡwisˈuːɡɑm# | *#sˌɑŋɡwesˈuɣɑ# | *#sˌãn̪sˈyə# | *#sˌãn̪sˈyə# | *#sˌãːsˈyː# | *#sɑ̃sy# {GOLD: #sɑ̃sy#}
1148   | #sˌɑːn̪kt̪it̪ˈɑːt̪em# | *#sˌɑŋt̪et̪ˈɑt̪ɛ# | *#sˌãj̃n̪t̪ʲˈie̯θ# | *#sˌɛ̃j̃n̪t̪ʲjˈe# | *#sˌɛ̃ːt̪ˈe# | *#sɛ̃t̪e# {GOLD: #sɛ̃t̪ət̪e#}
1149   | #sˈɑːn̪kt̪um# | *#sˈɑŋt̪o# | *#sˈãj̃n̪t̪# | *#sˈɛ̃j̃n̪t̪# | *#sˈɛ̃ːt̪# | *#sɛ̃# {GOLD: #sɛ̃#}
1150   | #sˈɑːn̪um# | *#sˈɑn̪o# | *#sˈãj̃n̪# | *#sˈɛ̃j̃n̪# | *#sˈɛ̃ː# | *#sɛ̃# {GOLD: #sɛ̃#}
1151   | #sˈɑpɑm# | *#sˈɑpɑ# | *#sˈeːvə# | *#sˈevə# | *#sˈevə# | *#sɛv# {GOLD: #sɛv#}
1152   | #sˌɑpˈɑwd̪iɑm# | *#sˌɑpˈɑwʝʝɑ# | *#sˌavˈɔjə# | *#sˌavwˈɛə# | *#sˌavwˈɛː# | *#savwa# {GOLD: #savwa#}
1153   | #sˌɑpˈeːre# | *#sˌɑpˈerɛ# | *#sˌavˈojr# | *#sˌavwˈɛr# | *#sˌavwˈɛr# | *#savwaʁ# {GOLD: #savwaʁ#}
1154   | #sˈɑpiɑm# | *#sˈɑpʝɑ# | *#sˈat͡ʃə# | *#sˈaʃə# | *#sˈaʃə# | *#saʃ# {GOLD: #saʃ#}
1155   | #sˈɑpid̪um# | *#sˈɑped̪o# | *#sˈad̪ə# | *#sˈad̪ə# | *#sˈad̪ə# | *#sad̪# {GOLD: #sad̪#}
1156   | #sˌɑpiˈen̪t̪em# | *#sˌɑpˈɛn̪t̪ɛ# | *#sˌavˈɛ̃n̪t̪# | *#sˌavˈãn̪t̪# | *#sˌavˈãːt̪# | *#savɑ̃# {GOLD: #savɑ̃#}
1157   | #sˌɑːpˈoːn̪em# | *#sˌɑpˈon̪ɛ# | *#sˌavˈũn̪# | *#sˌavˈũn̪# | *#sˌavˈũː# | *#savɔ̃# {GOLD: #savɔ̃#}
1158   | #sˌɑpˈoːrem# | *#sˌɑpˈorɛ# | *#sˌavˈowr# | *#sˌavˈør# | *#sˌavˈør# | *#savœʁ# {GOLD: #savœʁ#}
1159   | #sˌɑppˈiːn̪um# | *#sˌɑppˈin̪o# | *#sˌapˈin̪# | *#sˌapˈĩn̪# | *#sˌapˈẽː# | *#sapɛ̃# {GOLD: #sapɛ̃#}
1160   | #sˌɑrmˈen̪t̪um# | *#sˌɑrmˈɛn̪t̪o# | *#sˌarmˈɛ̃n̪t̪# | *#sˌarmˈãn̪t̪# | *#sˌarmˈãːt̪# | *#saʁmɑ̃# {GOLD: #saʁmɑ̃#}
1161   | #sˌɑt̪iˈoːn̪em# | *#sˌɑt͡sʲʝˈon̪ɛ# | *#sˌajzˈũn̪# | *#sˌɛzˈũn̪# | *#sˌɛzˈũː# | *#sɛzɔ̃# {GOLD: #sɛzɔ̃#}
1162   | #sˌɑt̪ˈullum# | *#sˌɑt̪ˈollo# | *#sˌaðˈol# | *#sˌaˈu# | *#sˈu# | *#su# {GOLD: #su#}
1163   | #sˌɑwkˈoːn̪ɑm# | *#sˌɑwkˈon̪ɑ# | *#sˌɔwˈũn̪ə# | *#sˌuˈũn̪ə# | *#sˈũːn̪ə# | *#son̪# {GOLD: #son̪#}
1164   | #sˈeː# | *#sˈe# | *#sˈej# | *#swˈɛ# | *#swˈɛ# | *#swa# {GOLD: #swa#}
1165   | #sˌed̪ˈeːre# | *#sˌɛd̪ˈerɛ# | *#sˌəðˈejr# | *#sˌəwˈɛr# | *#sə̯wˈɛr# | *#swaʁ# {GOLD: #swaʁ#}
1166   | #sˈeːd̪ikum# | *#sˈed̪eko# | *#sˈie̯d͡ʒə# | *#sjˈeʒə# | *#sjˈeʒə# | *#sjɛʒ# {GOLD: #sjɛʒ#}
1167   | #sˈeks# | *#sˈɛxs# | *#sˈis# | *#sˈiːs# | *#sˈiːs# | *#sis# {GOLD: #sis#}
1168   | #sˌeksˈɑn̪t̪ɑm# | *#sˌɛxsˈɑn̪t̪ɑ# | *#sˌejsˈãn̪t̪ə# | *#swˌɛsˈãn̪t̪ə# | *#swˌɛsˈãːt̪ə# | *#swasɑ̃t̪# {GOLD: #swasɑ̃t̪#}
1169   | #sˌeːkˈuːrɑm# | *#sˌekˈurɑ# | *#sˌəˈyrə# | *#sˌəˈyrə# | *#sə̯ˈyrə# | *#syʁ# {GOLD: #syʁ#}
1170   | #sˌeːkˈuːrum# | *#sˌekˈuro# | *#sˌəˈyr# | *#sˌəˈyr# | *#sə̯ˈyr# | *#syʁ# {GOLD: #syʁ#}
1171   | #sˈekwere# | *#sˈɛkwɛrɛ# | *#sˈyjvrə# | *#sɥˈivrə# | *#sɥˈivrə# | *#sɥivʁ# {GOLD: #sɥivʁ#}
1172   | #sˈekwet# | *#sˈɛkwɛt# | *#sˈyjt# | *#sɥˈit# | *#sɥˈit# | *#sɥi# {GOLD: #sɥi#}
1173   | #sˈekwo# | *#sˈɛkɔ# | *#sˈi# | *#sˈi# | *#sˈi# | *#si# {GOLD: #sɥi#}
1174   | #sˈellɑm# | *#sˈɛllɑ# | *#sˈɛlə# | *#sˈɛlə# | *#sˈɛlə# | *#sɛl# {GOLD: #sɛl#}
1175   | #sˈejor# | *#sˈɛʝɔr# | *#sˈirə# | *#sˈirə# | *#sˈirə# | *#siʁ# {GOLD: #siʁ#}
1176   | #sˈeːmit̪ɑm# | *#sˈemet̪ɑ# | *#sˈẽmt̪ə# | *#sˈãn̪t̪ə# | *#sˈãːt̪ə# | *#sɑ̃t̪# {GOLD: #sɑ̃t̪#}
1177   | #sˌen̪iˈoːrem# | *#sˌɛn̪ʝˈorɛ# | *#sˌẽj̃ɲˈowr# | *#sˌɛ̃j̃ɲˈør# | *#sˌɛ̃ɲˈør# | *#sɛɲœʁ# {GOLD: #sɛɲœʁ#}
1178   | #sˈen̪sum# | *#sˈeso# | *#sˈejs# | *#swˈɛːs# | *#swˈɛːs# | *#swa# {GOLD: #sɑ̃s#}
1179   | #sˌen̪t̪ˈiːre# | *#sˌɛn̪t̪ˈirɛ# | *#sˌẽn̪t̪ˈir# | *#sˌãn̪t̪ˈir# | *#sˌãːt̪ˈir# | *#sɑ̃t̪iʁ# {GOLD: #sɑ̃t̪iʁ#}
1180   | #sˈeːpem# | *#sˈepɛ# | *#sˈejf# | *#swˈɛf# | *#swˈɛf# | *#swaf# {GOLD: #swaf#}
1181   | #sˈept̪em# | *#sˈɛpt̪ɛ# | *#sˈɛt̪# | *#sˈɛt̪# | *#sˈɛt̪# | *#sɛ# {GOLD: #sɛt̪#}
1182   | #sˌept̪imˈɑːn̪ɑm# | *#sˌɛpt̪emˈɑn̪ɑ# | *#sˌeðmˈãj̃n̪ə# | *#sˌəmˈɛ̃j̃n̪ə# | *#sˌəmˈɛ̃n̪ə# | *#səmɛn̪# {GOLD: #səmɛn̪#}
1183   | #sˈeːrikɑm# | *#sˈerekɑ# | *#sˈerd͡ʒə# | *#sˈɛrʒə# | *#sˈɛrʒə# | *#sɛʁʒ# {GOLD: #sɛʁʒ#}
1184   | #sˈeːroː# | *#sˈero# | *#sˈejr# | *#swˈɛr# | *#swˈɛr# | *#swaʁ# {GOLD: #swaʁ#}
1185   | #sˌerpˈen̪t̪em# | *#sˌɛrpˈɛn̪t̪ɛ# | *#sˌɛrpˈɛ̃n̪t̪# | *#sˌɛrpˈãn̪t̪# | *#sˌɛrpˈãːt̪# | *#sɛʁpɑ̃# {GOLD: #sɛʁpɑ̃#}
1186   | #sˈerwɑm# | *#sˈɛrβʷɑ# | *#sˈɛrvə# | *#sˈɛrvə# | *#sˈɛrvə# | *#sɛʁv# {GOLD: #sɛʁv#}
1187   | #sˌerwˈiːre# | *#sˌɛrβʷˈirɛ# | *#sˌɛrvˈir# | *#sˌɛrvˈir# | *#sˌɛrvˈir# | *#sɛʁviʁ# {GOLD: #sɛʁviʁ#}
1188   | #sˈerwit̪# | *#sˈɛrβʷet̪# | *#sˈɛrt̪# | *#sˈɛrt̪# | *#sˈɛrt̪# | *#sɛʁ# {GOLD: #sɛʁ#}
1189   | #sˈerwoːs# | *#sˈɛrβʷos# | *#sˈɛrs# | *#sˈɛrs# | *#sˈɛrs# | *#sɛʁ# {GOLD: #sɛʁ#}
1190   | #sˈerwum# | *#sˈɛrβʷo# | *#sˈɛrf# | *#sˈɛrf# | *#sˈɛrf# | *#sɛʁf# {GOLD: #sɛʁ#}
1191   | #sˈeːt̪ɑm# | *#sˈet̪ɑ# | *#sˈejðə# | *#sˈajə# | *#sˈɛː# | *#sɛ# {GOLD: #swa#}
1192   | #sˈiː# | *#sˈi# | *#sˈi# | *#sˈi# | *#sˈi# | *#si# {GOLD: #si#}
1193   | #sˌiɡˈelloːs# | *#sˌeʝˈɛllos# | *#sˌəˈɛɫs# | *#sˌəe̯ˈaws# | *#sə̯ˈoːs# | *#so# {GOLD: #so#}
1194   | #sˌiɡˈellum# | *#sˌeʝˈɛllo# | *#sˌəˈɛl# | *#sˌəe̯ˈaw# | *#sə̯ˈoː# | *#so# {GOLD: #so#}
1195   | #sˈiɡn̪um# | *#sˈeŋn̪o# | *#sˈẽj̃ɲ# | *#sˈɛ̃j̃ɲ# | *#sˈɛ̃ː# | *#sɛ̃# {GOLD: #sɛ̃#}
1196   | #sˈiːk# | *#sˈik# | *#sˈi# | *#sˈi# | *#sˈi# | *#si# {GOLD: #si#}
1197   | #sˈikkɑm# | *#sˈekkɑ# | *#sˈet͡ʃə# | *#sˈɛʃə# | *#sˈɛʃə# | *#sɛʃ# {GOLD: #sɛʃ#}
1198   | #sˈikkum# | *#sˈekko# | *#sˈek# | *#sˈɛk# | *#sˈɛk# | *#sɛk# {GOLD: #sɛk#}
1199   | #sˌimilˈɑːre# | *#sˌemelˈɑrɛ# | *#sˌẽmblˈeːr# | *#sˌãn̪blˈer# | *#sˌãːblˈer# | *#sɑ̃ble# {GOLD: #sɑ̃ble#}
1200   | #sˈiːmium# | *#sˈimʝo# | *#sˈin̪d͡ʒə# | *#sˈĩn̪ʒə# | *#sˈẽːʒə# | *#sɛ̃ʒ# {GOLD: #sɛ̃ʒ#}
1201   | #sˌen̪t̪ium# | *#sˌɛn̪t͡sʲʝo# | *#sˌẽn̪t͡sʲ# | *#sˌãn̪sʲ# | *#sˌãːs# | *#sɑ̃# {GOLD: #sɑ̃#}
1202   | #sˌin̪ɡlˈut̪t̪um# | *#sˌeŋɡlˈot̪t̪o# | *#sˌẽŋɡlˈot̪# | *#sˌãŋɡlˈɔt̪# | *#sˌãːɡlˈɔt̪# | *#sɑ̃ɡlo# {GOLD: #sɑ̃ɡlo#}
1203   | #sˌin̪ɡulˈɑːrem# | *#sˌeŋɡolˈɑrɛ# | *#sˌẽŋɡlˈeːr# | *#sˌãŋɡlˈer# | *#sˌãːɡlˈer# | *#sɑ̃ɡle# {GOLD: #sɑ̃ɡlie#}
1204   | #sˈin̪um# | *#sˈen̪o# | *#sˈẽj̃n̪# | *#sˈɛ̃j̃n̪# | *#sˈɛ̃ː# | *#sɛ̃# {GOLD: #sɛ̃#}
1205   | #sˌit̪ˈellum# | *#sˌet̪ˈɛllo# | *#sˌəðˈɛl# | *#sˌəe̯ˈaw# | *#sə̯ˈoː# | *#so# {GOLD: #so#}
1206   | #skˌin̪t̪ˈillɑ# | *#ˌescˌen̪t̪ˈellɑ# | *#ˌejsˌẽn̪t̪ˈelə# | *#wˌɛsˌãn̪t̪ˈɛlə# | *#wˌɛsˌãːt̪ˈɛlə# | *#wasɑ̃t̪ɛl# {GOLD: #et̪ɛ̃sɛl#}
1207   | #skˈort̪eɑ# | *#ˌeskˈɔrt͡sʲʝɑ# | *#ˌeskˈɔrt͡sʲə# | *#ˌekˈɔrsʲə# | *#ˌekˈɔrsə# | *#ekɔʁs# {GOLD: #ekɔʁs#}
1208   | #skˌuːt̪ˈɑːrium# | *#ˌeskˌut̪ˈɑrʝo# | *#ˌeskˌyðˈie̯r# | *#ˌekɥˌiˈer# | *#ˌekɥˌiˈer# | *#ekɥije# {GOLD: #ekɥije#}
1209   | #skˌuːt̪ˈellɑ# | *#ˌeskˌut̪ˈɛllɑ# | *#ˌeskˌyðˈɛlə# | *#ˌekˌyˈɛlə# | *#ˌekˌyˈɛlə# | *#ekɥɛl# {GOLD: #ekɥɛl#}
1210   | #sˌolid̪ˈɑːre# | *#sˌɔled̪ˈɑrɛ# | *#sˌɔɫd̪ˈeːr# | *#sˌud̪ˈer# | *#sˌud̪ˈer# | *#sud̪e# {GOLD: #sud̪e#}
1211   | #sˌolˈikulum# | *#sˌɔlˈeklo# | *#sˌolˈeʎ# | *#sˌɔlˈɛʎ# | *#sˌɔlˈɛʎ# | *#sɔlɛj# {GOLD: #sɔlɛj#}
1212   | #sˌolit̪ˈɑːrium# | *#sˌɔlet̪ˈɑrʝo# | *#sˌɔɫt̪ˈie̯r# | *#sˌut̪jˈer# | *#sˌut̪jˈer# | *#sut̪je# {GOLD: #sulje#}
1213   | #sˌollˈikit̪um# | *#sˌɔllˈecet̪o# | *#sˌɔlˈejt̪# | *#sˌɔlwˈɛt̪# | *#sˌɔlwˈɛt̪# | *#sɔlwa# {GOLD: #sɔlwa#}
1214   | #sˈoːlum# | *#sˈolo# | *#sˈowl# | *#sˈølə# | *#sˈølə# | *#sœl# {GOLD: #sœl#}
1215   | #sˈomn̪ium# | *#sˈɔmn̪ʝo# | *#sˈũmd͡ʒə# | *#sˈũn̪ʒə# | *#sˈũːʒə# | *#sɔ̃ʒ# {GOLD: #sɔ̃ʒ#}
1216   | #sˈon̪um# | *#sˈɔn̪o# | *#sˈũn̪# | *#sˈũn̪# | *#sˈũː# | *#sɔ̃# {GOLD: #sɔ̃#}
1217   | #sˌoːrˈiːkem# | *#sˌorˈicɛ# | *#sˌorˈit͡sʲ# | *#sˌurˈisʲ# | *#sˌurˈis# | *#suʁi# {GOLD: #suʁi#}
1218   | #sˈoror# | *#sˈɔrɔr# | *#sˈye̯r# | *#sˈør# | *#sˈør# | *#sœʁ# {GOLD: #sœʁ#}
1219   | #sˈort̪em# | *#sˈɔrt̪ɛ# | *#sˈɔrt̪# | *#sˈɔrt̪# | *#sˈɔrt̪# | *#sɔʁ# {GOLD: #sɔʁ#}
1220   | #sˌort̪iˈɑːrium# | *#sˌɔrt͡sʲʝˈɑrʝo# | *#sˌɔrt͡sʲˈie̯r# | *#sˌɔrsʲjˈer# | *#sˌɔrsˈer# | *#sɔʁse# {GOLD: #sɔʁsje#}
1221   | #sˈot̪t̪um# | *#sˈɔt̪t̪o# | *#sˈɔt̪# | *#sˈɔt̪# | *#sˈɔt̪# | *#so# {GOLD: #so#}
1222   | #spˈɑt̪ʰɑ# | *#ˌespˈɑt̪ɑ# | *#ˌespˈeːðə# | *#ˌepˈeə# | *#ˌepˈeː# | *#epe# {GOLD: #epe#}
1223   | #spˈiːkum# | *#ˌespˈiko# | *#ˌespˈi# | *#ˌepˈi# | *#ˌepˈi# | *#epi# {GOLD: #epi#}
1224   | #spˈiːn̪ɑm# | *#ˌespˈin̪ɑ# | *#ˌespˈin̪ə# | *#ˌepˈĩn̪ə# | *#ˌepˈin̪ə# | *#epin̪# {GOLD: #epin̪#}
1225   | #spˈiːn̪ɡulɑm# | *#ˌespˈiŋɡlɑ# | *#ˌespˈiŋɡlə# | *#ˌepˈĩŋɡlə# | *#ˌepˈẽːɡlə# | *#epɛ̃ɡl# {GOLD: #epɛ̃ɡl#}
1226   | #spˈon̪sɑm# | *#ˌespˈosɑ# | *#ˌespˈuzə# | *#ˌepˈuzə# | *#ˌepˈuzə# | *#epuz# {GOLD: #epuz#}
1227   | #spˈon̪sum# | *#ˌespˈoso# | *#ˌespˈus# | *#ˌepˈuːs# | *#ˌepˈuːs# | *#epu# {GOLD: #epu#}
1228   | #spˈissɑm# | *#ˌespˈessɑ# | *#ˌespˈesə# | *#ˌepˈɛːsə# | *#ˌepˈɛːsə# | *#epɛs# {GOLD: #epɛs#}
1229   | #spˈissum# | *#ˌespˈesso# | *#ˌespˈes# | *#ˌepˈɛːs# | *#ˌepˈɛːs# | *#epɛ# {GOLD: #epɛ#}
1230   | #st̪ˈɑɡn̪um# | *#ˌest̪ˈɑŋn̪o# | *#ˌest̪ˈãj̃ɲ# | *#ˌet̪ˈɛ̃j̃ɲ# | *#ˌet̪ˈɛ̃ː# | *#et̪ɛ̃# {GOLD: #et̪ɛ̃#}
1231   | #st̪ˈɑːmen̪# | *#ˌest̪ˈɑmɛ# | *#ˌest̪ˈãj̃n̪# | *#ˌet̪ˈɛ̃j̃n̪# | *#ˌet̪ˈɛ̃ː# | *#et̪ɛ̃# {GOLD: #et̪ɛ̃#}
1232   | #st̪ˈeːlɑm# | *#ˌest̪ˈelɑ# | *#ˌest̪ˈejlə# | *#ˌet̪wˈɛlə# | *#ˌet̪wˈɛlə# | *#et̪wal# {GOLD: #et̪wal#}
1233   | #st̪rˌɑn̪ɡulˈɑːre# | *#ˌest̪rˌɑŋɡolˈɑrɛ# | *#ˌest̪rˌãŋɡlˈeːr# | *#ˌet̪rˌãŋɡlˈer# | *#ˌet̪rˌãːɡlˈer# | *#et̪ʁɑ̃ɡle# {GOLD: #et̪ʁɑ̃ɡle#}
1234   | #st̪rˈeːn̪ɑm# | *#ˌest̪rˈen̪ɑ# | *#ˌest̪rˈẽj̃n̪ə# | *#ˌet̪rˈɛ̃j̃n̪ə# | *#ˌet̪rˈɛ̃n̪ə# | *#et̪ʁɛn̪# {GOLD: #et̪ʁɛn̪#}
1235   | #st̪rˈikt̪ɑm# | *#ˌest̪rˈext̪ɑ# | *#ˌest̪rˈejt̪ə# | *#ˌet̪rwˈɛt̪ə# | *#ˌet̪rwˈɛt̪ə# | *#et̪ʁwat̪# {GOLD: #et̪ʁwat̪#}
1236   | #st̪rˈikt̪um# | *#ˌest̪rˈext̪o# | *#ˌest̪rˈejt̪# | *#ˌet̪rwˈɛt̪# | *#ˌet̪rwˈɛt̪# | *#et̪ʁwa# {GOLD: #et̪ʁwa#}
1237   | #st̪ˌurn̪ˈellum# | *#ˌest̪ˌorn̪ˈɛllo# | *#ˌest̪ˌorn̪ˈɛl# | *#ˌet̪ˌurn̪e̯ˈaw# | *#ˌet̪ˌurn̪ə̯ˈoː# | *#et̪uʁn̪o# {GOLD: #et̪uʁn̪o#}
1238   | #sˈuɑ# | *#sˈoɑ# | *#sˈowə# | *#sˈøə# | *#sˈøː# | *#sø# {GOLD: #sø#}
1239   | #suˌɑ# | *#swˌɑ# | *#sˌa# | *#sˌa# | *#sˌa# | *#sa# {GOLD: #sa#}
1240   | #suˌɑːs# | *#swˌɑs# | *#sˌas# | *#sˌas# | *#sˌas# | *#sa# {GOLD: #sɛ#}
1241   | #sˌubd̪iˈurn̪um# | *#sˌobɟʝˈorn̪o# | *#sˌəd͡ʒˈor# | *#sˌəʒˈur# | *#sˌəʒˈur# | *#səʒuʁ# {GOLD: #seʒuʁ#}
1242   | #sˌubit̪ˈɑːn̪um# | *#sˌoβet̪ˈɑn̪o# | *#sˌod̪ˈãj̃n̪# | *#sˌud̪ˈɛ̃j̃n̪# | *#sˌud̪ˈɛ̃ː# | *#sud̪ɛ̃# {GOLD: #sud̪ɛ̃#}
1243   | #sˌublˌon̪ɡum# | *#sˌoβlˌɔŋɡo# | *#sˌoblˌũŋk# | *#sˌublˌũŋk# | *#sˌublˌũːk# | *#sublɔ̃# {GOLD: #səlɔ̃#}
1244   | #sˌubmˈoːn̪ere# | *#sˌommˈon̪rɛ# | *#sˌũmˈũn̪d̪rə# | *#sˌũmˈũn̪d̪rə# | *#sˌũmˈũːd̪rə# | *#sɔmɔ̃d̪ʁ# {GOLD: #səmɔ̃d̪ʁ#}
1245   | #sˌubmˌustˈɑːre# | *#sˌommˌostˈɑrɛ# | *#sˌũmˌostˈeːr# | *#sˌũmˌuːtˈer# | *#sˌũmˌuːtˈer# | *#sɔmute# {GOLD: #səmute#}
1246   | #sˌuːd̪ˈɑːre# | *#sˌud̪ˈɑrɛ# | *#sˌyðˈeːr# | *#sˌyˈer# | *#sˌyˈer# | *#sɥeʁ# {GOLD: #sɥe#}
1247   | #sˌuːd̪ˈɑːrium# | *#sˌud̪ˈɑrʝo# | *#sˌyðˈie̯r# | *#sɥˌiˈer# | *#sɥˌiˈer# | *#sɥjeʁ# {GOLD: #sɥɛʁ#}
1248   | #sˈuːd̪iɑm# | *#sˈuʝʝɑ# | *#sˈyjə# | *#sɥˈiə# | *#sɥˈiː# | *#sɥi# {GOLD: #sɥi#}
1249   | #sˌuːd̪ˈoːrem# | *#sˌud̪ˈorɛ# | *#sˌyðˈowr# | *#sˌyˈør# | *#sˌyˈør# | *#sɥœʁ# {GOLD: #sɥœʁ#}
1250   | #suˌessiˈoːn̪is# | *#swˌessʝˈon̪es# | *#sˌejsˈũn̪s# | *#swˌɛsˈũn̪s# | *#swˌɛsˈũːs# | *#swasɔ̃# {GOLD: #swasɔ̃#}
1251   | #sˈukkum# | *#sˈokko# | *#sˈok# | *#sˈɔk# | *#sˈɔk# | *#sɔk# {GOLD: #sɔk#}
1252   | #sˌuːkt̪iˈɑːre# | *#sˌuxt͡sʲʝˈɑrɛ# | *#sˌyt͡sʲˈie̯r# | *#sˌysʲjˈer# | *#sˌysˈer# | *#syse# {GOLD: #syse#}
1253   | #sˈummɑm# | *#sˈommɑ# | *#sˈũmə# | *#sˈũmə# | *#sˈũmə# | *#sɔm# {GOLD: #sɔm#}
1254   | #sˌummˈɑːrium# | *#sˌommˈɑrʝo# | *#sˌũmˈie̯r# | *#sˌũmjˈer# | *#sˌũmjˈer# | *#sɔmje# {GOLD: #sɔmje#}
1255   | #sˈun̪t̪# | *#sˈon̪t̪# | *#sˈũn̪t̪# | *#sˈũn̪t̪# | *#sˈũːt̪# | *#sɔ̃# {GOLD: #sɔ̃#}
1256   | #sˌuperˈɑːn̪um# | *#sˌopɛrˈɑn̪o# | *#sˌovrˈãj̃n̪# | *#sˌuvrˈɛ̃j̃n̪# | *#sˌuvrˈɛ̃ː# | *#suvʁɛ̃# {GOLD: #suvʁɛ̃#}
1257   | #sˌuperkˈilium# | *#sˌopɛrcˈelʝo# | *#sˌowrt͡sʲˈiʎ# | *#sˌɔrsʲˈiʎ# | *#sˌɔrsˈi# | *#sɔʁsi# {GOLD: #suʁsi#}
1258   | #sˈuppɑm# | *#sˈoppɑ# | *#sˈopə# | *#sˈupə# | *#sˈupə# | *#sup# {GOLD: #sup#}
1259   | #sˈurd̪ɑm# | *#sˈord̪ɑ# | *#sˈord̪ə# | *#sˈurd̪ə# | *#sˈurd̪ə# | *#suʁd̪# {GOLD: #suʁd̪#}
